"customerkey","geographykey","customeralternatekey","firstname","middlename","lastname","birthdate","gender","emailaddress","addressline1","datefirstpurchase","commutedistance","stateprovincecode","stateprovincename","countryregioncode","englishcountryregionname","postalcode","salesterritorykey","ipaddresslocator"
25920,38,"AW00025920","Orlando",NULL,"Gutierrez","1951-12-15","M","orlando10@adventure-works.com","2834 Clifford Court","2020-10-18","1-2 Miles","VIC","Victoria","AU","Australia","3205",9,"198.51.100.39"
25921,14,"AW00025921","Colin",NULL,"Shan","1958-09-16","M","colin33@adventure-works.com","1524 Reva Dr.","2020-10-21","5-10 Miles","NSW","New South Wales","AU","Australia","2138",9,"198.51.100.15"
25922,18,"AW00025922","Veronica","J","Malhotra","1953-03-13","F","veronica5@adventure-works.com","5957 Hill Drive","2020-11-24","5-10 Miles","NSW","New South Wales","AU","Australia","1002",9,"198.51.100.19"
25923,31,"AW00025923","Mason","W","Parker","1959-02-19","M","mason20@adventure-works.com","2281 West Road","2022-02-02","5-10 Miles","TAS","Tasmania","AU","Australia","7001",9,"198.51.100.32"
25924,355,"AW00025924","Hannah",NULL,"Robinson","1984-05-19","F","hannah16@adventure-works.com","536 Beech Ct.","2020-05-13","0-1 Miles","CA","California","US","United States","94063",4,"192.0.2.102"
25925,49,"AW00025925","Brianna",NULL,"Cooper","1983-05-02","F","brianna35@adventure-works.com","6482 Colt Ct.","2022-04-29","1-2 Miles","BC","British Columbia","CA","Canada","V8Y 1L1",6,"198.51.100.50"
25926,10,"AW00025926","Larry",NULL,"Gutierrez","1959-09-12","M","larry13@adventure-works.com","3433 Roland Dr.","2020-11-04","5-10 Miles","NSW","New South Wales","AU","Australia","2300",9,"198.51.100.11"
25927,12,"AW00025927","Tiffany",NULL,"Guo","1954-06-03","F","tiffany18@adventure-works.com","1721 Driving","2020-10-29","5-10 Miles","NSW","New South Wales","AU","Australia","2055",9,"198.51.100.13"
25928,13,"AW00025928","Mario","J","Sharma","1953-12-06","M","mario7@adventure-works.com","1039 Adelaide St.","2020-11-03","5-10 Miles","NSW","New South Wales","AU","Australia","2444",9,"198.51.100.14"
25929,626,"AW00025929","Alexandra",NULL,"Gray","1983-03-25","F","alexandra17@adventure-works.com","3799 Hilton Way","2022-04-10","1-2 Miles","WA","Washington","US","United States","98036",1,"203.0.113.119"
25930,626,"AW00025930","Ethan","L","Harris","1983-01-07","M","ethan47@adventure-works.com","8782 Jamie Way.","2022-06-05","5-10 Miles","WA","Washington","US","United States","98036",1,"203.0.113.119"
25931,632,"AW00025931","Ryan","M","Henderson","1983-02-07","M","ryan7@adventure-works.com","4292 Wellington Avenue","2022-07-24","5-10 Miles","WA","Washington","US","United States","98366",1,"203.0.113.125"
25932,547,"AW00025932","Marcus",NULL,"Rodriguez","1983-05-25","M","marcus21@adventure-works.com","5863 Sierra","2023-01-21","1-2 Miles","OR","Oregon","US","United States","97205",1,"203.0.113.40"
25933,322,"AW00025933","Dalton","L","Stewart","1982-12-03","M","dalton88@adventure-works.com","2269 Bynum Way","2022-08-28","1-2 Miles","CA","California","US","United States","94536",4,"192.0.2.69"
25934,336,"AW00025934","Luke",NULL,"King","1983-03-23","M","luke49@adventure-works.com","9546 Cardinal Ct.","2022-12-30","0-1 Miles","CA","California","US","United States","91950",4,"192.0.2.83"
25935,5,"AW00025935","April","A","Tang","1954-09-15","F","april4@adventure-works.com","2601 D Bel Air Drive","2020-11-10","1-2 Miles","NSW","New South Wales","AU","Australia","1597",9,"198.51.100.6"
25936,30,"AW00025936","Deanna","H","Schmidt","1960-10-23","F","deanna46@adventure-works.com","4535 The Alameda","2020-11-05","5-10 Miles","SA","South Australia","AU","Australia","6006",9,"198.51.100.31"
25937,16,"AW00025937","Jon",NULL,"Yuan","1960-04-18","M","jon47@adventure-works.com","9270 Lakewood Court","2020-11-07","1-2 Miles","NSW","New South Wales","AU","Australia","2777",9,"198.51.100.17"
25938,20,"AW00025938","Marvin",NULL,"Gutierrez","1955-04-21","M","marvin11@adventure-works.com","1538 Mt. Diablo St.","2020-11-25","5-10 Miles","QLD","Queensland","AU","Australia","4000",9,"198.51.100.21"
25939,39,"AW00025939","Willie","A","Tang","1961-10-20","M","willie23@adventure-works.com","678 Acardia Pl","2020-12-11","5-10 Miles","VIC","Victoria","AU","Australia","3429",9,"198.51.100.40"
25940,16,"AW00025940","Gerald",NULL,"Arun","1957-02-10","M","gerald36@adventure-works.com","5296 Birchwood","2020-12-18","5-10 Miles","NSW","New South Wales","AU","Australia","2777",9,"198.51.100.17"
25941,22,"AW00025941","Molly",NULL,"Perez","1956-11-13","F","molly20@adventure-works.com","4023 Glen Court","2020-12-16","1-2 Miles","QLD","Queensland","AU","Australia","4169",9,"198.51.100.23"
25942,359,"AW00025942","Brianna","J","Brooks","1985-07-16","F","brianna45@adventure-works.com","3162 Asilomaar Dr","2020-05-16","1-2 Miles","CA","California","US","United States","92102",4,"192.0.2.106"
25943,347,"AW00025943","Brianna",NULL,"McDonald","1984-08-02","F","brianna55@adventure-works.com","5765 Mellowood St.","2020-06-12","0-1 Miles","CA","California","US","United States","94947",4,"192.0.2.94"
25944,34,"AW00025944","Ronald",NULL,"Perez","1958-04-17","M","ronald24@adventure-works.com","5421 Almond Avenue","2020-12-10","5-10 Miles","VIC","Victoria","AU","Australia","3220",9,"198.51.100.35"
25945,18,"AW00025945","Brent","J","Guo","1957-08-16","M","brent17@adventure-works.com","6199 G St.","2020-12-22","5-10 Miles","NSW","New South Wales","AU","Australia","1002",9,"198.51.100.19"
25946,19,"AW00025946","Britta",NULL,"Simon","1964-03-19","F","britta1@adventure-works.com","6441 Co Road","2020-12-26","5-10 Miles","NSW","New South Wales","AU","Australia","2500",9,"198.51.100.20"
25947,34,"AW00025947","Sam",NULL,"Wilson","1960-04-11","M","sam3@adventure-works.com","1485 La Vista Avenue","2020-12-08","5-10 Miles","VIC","Victoria","AU","Australia","3220",9,"198.51.100.35"
25948,22,"AW00025948","Christine","D","Stone","1965-05-06","F","christine1@adventure-works.com","901 Newport Drive","2020-12-21","5-10 Miles","QLD","Queensland","AU","Australia","4169",9,"198.51.100.23"
25949,15,"AW00025949","Summer","C","Raman","1959-07-18","F","summer10@adventure-works.com","3986 Spring Hill Road","2020-12-03","5-10 Miles","NSW","New South Wales","AU","Australia","2264",9,"198.51.100.16"
25950,627,"AW00025950","Kyle",NULL,"Kumar","1980-12-23","M","kyle24@adventure-works.com","1640 West Way","2022-12-18","5-10 Miles","WA","Washington","US","United States","98270",1,"203.0.113.120"
25951,300,"AW00025951","Anthony","A","Anderson","1986-03-15","M","anthony19@adventure-works.com","4264 Oak Creek Ct.","2020-06-12","1-2 Miles","CA","California","US","United States","90210",4,"192.0.2.47"
25952,310,"AW00025952","Jon",NULL,"Alonso","1980-11-18","M","jon18@adventure-works.com","9518 Lakeview Place","2020-06-04","1-2 Miles","CA","California","US","United States","94014",4,"192.0.2.57"
25953,311,"AW00025953","Hunter","A","Butler","1981-05-10","M","hunter11@adventure-works.com","701 Golf Club Road","2022-03-28","5-10 Miles","CA","California","US","United States","94519",4,"192.0.2.58"
25954,361,"AW00025954","Noah","E","Carter","1981-02-06","M","noah37@adventure-works.com","9720 Dalis Dr.","2022-05-27","1-2 Miles","CA","California","US","United States","91776",4,"192.0.2.108"
25955,369,"AW00025955","Anna",NULL,"Robinson","1980-11-12","F","anna56@adventure-works.com","923 Woodbury Place","2020-06-19","1-2 Miles","CA","California","US","United States","90401",4,"192.0.2.116"
25956,539,"AW00025956","Charles","J","Ramirez","1980-06-18","M","charles55@adventure-works.com","9323 Cowell Road","2022-07-27","5-10 Miles","OR","Oregon","US","United States","97330",1,"203.0.113.32"
25957,385,"AW00025957","Stephanie",NULL,"Washington","1982-01-07","F","stephanie40@adventure-works.com","3556 Mt. Tri-state Court","2022-06-14","1-2 Miles","CA","California","US","United States","91364",4,"192.0.2.132"
25958,11,"AW00025958","Alfredo","W","Ortega","1961-09-08","M","alfredo23@adventure-works.com","1032 Buena Vista","2021-01-07","5-10 Miles","NSW","New South Wales","AU","Australia","2113",9,"198.51.100.12"
25959,335,"AW00025959","Katherine",NULL,"Hall","1982-05-10","F","katherine96@adventure-works.com","8795 Cunha Ct.","2022-04-08","1-2 Miles","CA","California","US","United States","91945",4,"192.0.2.82"
25960,31,"AW00025960","Willie","S","Cai","1962-12-03","M","willie19@adventure-works.com","4720 Black Pine Lane","2021-01-22","5-10 Miles","TAS","Tasmania","AU","Australia","7001",9,"198.51.100.32"
25961,39,"AW00025961","Ricardo","T","Goel","1962-09-24","M","ricardo18@adventure-works.com","5083 Bates Court","2020-12-31","5-10 Miles","VIC","Victoria","AU","Australia","3429",9,"198.51.100.40"
25962,626,"AW00025962","Jordyn","J","Jenkins","1984-01-25","F","jordyn6@adventure-works.com","2383 Mt. Davidson Court","2020-06-29","0-1 Miles","WA","Washington","US","United States","98036",1,"203.0.113.119"
25963,623,"AW00025963","Charles",NULL,"Morris","1980-05-13","M","charles66@adventure-works.com","6857 Bentley St.","2023-01-03","5-10 Miles","WA","Washington","US","United States","98033",1,"203.0.113.116"
25964,542,"AW00025964","Christopher",NULL,"Winston","1979-08-09","M","christopher26@adventure-works.com","5603 Blackridge Drive","2020-06-12","1-2 Miles","OR","Oregon","US","United States","97034",1,"203.0.113.35"
25965,345,"AW00025965","Andrea","A","Roberts","1971-12-20","F","andrea29@adventure-works.com","5196 Jabber Place","2022-05-14","1-2 Miles","CA","California","US","United States","92625",4,"192.0.2.92"
25966,359,"AW00025966","Alex","B","Watson","1971-12-15","M","alex3@adventure-works.com","5047 Northwood Dr.","2022-07-07","0-1 Miles","CA","California","US","United States","92102",4,"192.0.2.106"
25967,339,"AW00025967","Alexis","S","Martinez","1963-03-25","F","alexis14@adventure-works.com","3783 Dartmouth Way","2022-07-01","5-10 Miles","CA","California","US","United States","94941",4,"192.0.2.86"
25968,546,"AW00025968","Benjamin","F","Powell","1970-04-08","M","benjamin9@adventure-works.com","5070 Via Alta","2022-11-18","10+ Miles","OR","Oregon","US","United States","97045",1,"203.0.113.39"
25969,325,"AW00025969","Jason","F","Parker","1969-10-15","M","jason29@adventure-works.com","7338 Solano Drive","2020-06-14","0-1 Miles","CA","California","US","United States","91203",4,"192.0.2.72"
25970,614,"AW00025970","Hailey","C","James","1970-03-13","F","hailey17@adventure-works.com","3544 Brush Creek Drive","2020-06-25","0-1 Miles","WA","Washington","US","United States","98020",1,"203.0.113.107"
25971,59,"AW00025971","Savannah",NULL,"Young","1968-10-05","F","savannah40@adventure-works.com","280 Plymouth Dr.","2021-03-20","2-5 Miles","BC","British Columbia","CA","Canada","V8P",6,"198.51.100.60"
25972,552,"AW00025972","Jocelyn",NULL,"Henderson","1969-01-01","F","jocelyn5@adventure-works.com","3187 Westwood Court","2020-06-02","0-1 Miles","OR","Oregon","US","United States","97068",1,"203.0.113.45"
25973,543,"AW00025973","Mariah",NULL,"Griffin","1968-09-10","F","mariah25@adventure-works.com","8660 San Vincente Drive","2020-06-03","0-1 Miles","OR","Oregon","US","United States","97355",1,"203.0.113.36"
25975,611,"AW00025975","Ebony","R","Gutierrez","1968-09-17","F","ebony33@adventure-works.com","9938 Eastgate Lane","2020-06-02","0-1 Miles","WA","Washington","US","United States","98312",1,"203.0.113.104"
25976,316,"AW00025976","Hunter","F","Coleman","1973-10-15","M","hunter2@adventure-works.com","3824 Birch Bark Rd","2020-06-14","0-1 Miles","CA","California","US","United States","92020",4,"192.0.2.63"
25977,385,"AW00025977","Jenna","M","Lopez","1979-04-20","F","jenna20@adventure-works.com","3747 Likins Avenue","2020-07-03","2-5 Miles","CA","California","US","United States","91364",4,"192.0.2.132"
25978,331,"AW00025978","Morgan",NULL,"Perez","1931-05-23","F","morgan9@adventure-works.com","9838 Westchester Pl.","2020-07-15","0-1 Miles","CA","California","US","United States","92806",4,"192.0.2.78"
25979,536,"AW00025979","Miguel",NULL,"Edwards","1974-01-29","M","miguel44@adventure-works.com","5090 Pepper Way","2020-07-11","2-5 Miles","OR","Oregon","US","United States","97005",1,"203.0.113.29"
25980,635,"AW00025980","Julia","M","Jones","1974-04-06","F","julia25@adventure-works.com","2934 Bentley St.","2020-07-14","2-5 Miles","WA","Washington","US","United States","98055",1,"203.0.113.128"
25981,66,"AW00025981","Isaiah",NULL,"Howard","1969-05-14","M","isaiah10@adventure-works.com","2904 El Pueblo Pl.","2021-03-14","2-5 Miles","BC","British Columbia","CA","Canada","V0",6,"198.51.100.67"
25982,648,"AW00025982","Rebecca",NULL,"Phillips","1968-10-14","F","rebecca8@adventure-works.com","6374 St. Germain Lane","2020-07-24","0-1 Miles","WA","Washington","US","United States","98901",1,"203.0.113.141"
25983,546,"AW00025983","Jack","J","Alexander","1969-02-18","M","jack19@adventure-works.com","5619 Gathering Court","2022-08-11","0-1 Miles","OR","Oregon","US","United States","97045",1,"203.0.113.39"
25984,335,"AW00025984","Isabella","D","Wright","1969-05-25","F","isabella51@adventure-works.com","6288 Relief Valley Ct.","2020-07-08","2-5 Miles","CA","California","US","United States","91945",4,"192.0.2.82"
25985,347,"AW00025985","Justin","L","Harris","1968-11-23","M","justin41@adventure-works.com","9260 Brown St.","2020-07-11","0-1 Miles","CA","California","US","United States","94947",4,"192.0.2.94"
25986,638,"AW00025986","Isabel","L","Bryant","1968-07-23","F","isabel17@adventure-works.com","1567 Midway Ct","2020-08-07","0-1 Miles","WA","Washington","US","United States","98284",1,"203.0.113.131"
25987,298,"AW00025987","Hunter",NULL,"Kumar","1978-11-18","M","hunter23@adventure-works.com","222 Hunter Drive","2020-08-10","0-1 Miles","CA","California","US","United States","90706",4,"192.0.2.45"
25988,536,"AW00025988","Victor","M","Muñoz","1973-01-14","M","victor9@adventure-works.com","6432 Vista Way","2022-08-22","2-5 Miles","OR","Oregon","US","United States","97005",1,"203.0.113.29"
25989,66,"AW00025989","Jeremy",NULL,"Price","1973-01-14","M","jeremy21@adventure-works.com","2225 Stillwater Court","2021-04-20","2-5 Miles","BC","British Columbia","CA","Canada","V0",6,"198.51.100.67"
25990,547,"AW00025990","Jenna","A","Parker","1968-02-19","F","jenna7@adventure-works.com","8311 Roland Drive","2020-08-16","0-1 Miles","OR","Oregon","US","United States","97205",1,"203.0.113.40"
25991,52,"AW00025991","Arianna",NULL,"Hayes","1973-03-08","F","arianna20@adventure-works.com","5150 82nd Ave","2021-04-06","2-5 Miles","BC","British Columbia","CA","Canada","V3A 4R2",6,"198.51.100.53"
25992,69,"AW00025992","Stephanie",NULL,"Flores","1967-11-09","F","stephanie39@adventure-works.com","1807 Trafalgar Circle","2021-04-18","0-1 Miles","BC","British Columbia","CA","Canada","V8V",6,"198.51.100.70"
25993,609,"AW00025993","Heidi","H","Chandra","1977-11-20","F","heidi4@adventure-works.com","8678 Hartnell Court","2020-08-26","10+ Miles","WA","Washington","US","United States","98225",1,"203.0.113.102"
25994,552,"AW00025994","Richard",NULL,"Garcia","1983-03-10","M","richard10@adventure-works.com","6337 Hill Dr","2020-08-05","2-5 Miles","OR","Oregon","US","United States","97068",1,"203.0.113.45"
25995,62,"AW00025995","Jack","R","Phillips","1966-09-30","M","jack41@adventure-works.com","8656 Roskelley Dr.","2021-06-26","0-1 Miles","BC","British Columbia","CA","Canada","V8X",6,"198.51.100.63"
25996,383,"AW00025996","Faith",NULL,"Murphy","1967-02-12","F","faith32@adventure-works.com","3818 Landing Drive","2020-08-28","0-1 Miles","CA","California","US","United States","91791",4,"192.0.2.130"
25997,339,"AW00025997","Katherine",NULL,"Wright","1967-05-21","F","katherine68@adventure-works.com","5180 Northridge Drive","2020-09-08","0-1 Miles","CA","California","US","United States","94941",4,"192.0.2.86"
25998,634,"AW00025998","Richard","L","Rivera","1966-09-01","M","richard89@adventure-works.com","3729 Via Del Verdes","2020-09-14","2-5 Miles","WA","Washington","US","United States","98052",1,"203.0.113.127"
25999,71,"AW00025999","Joshua","F","Thompson","1965-12-29","M","joshua17@adventure-works.com","9903 East Leland","2021-06-25","2-5 Miles","BC","British Columbia","CA","Canada","V3L 1H4",6,"198.51.100.72"
26000,369,"AW00026000","Connor",NULL,"Lopez","1971-10-02","M","connor40@adventure-works.com","9073 Mayda Way","2022-06-01","0-1 Miles","CA","California","US","United States","90401",4,"192.0.2.116"
26001,539,"AW00026001","Nicholas","G","Lee","1972-09-21","M","nicholas2@adventure-works.com","162 Frisbie Court","2020-09-23","2-5 Miles","OR","Oregon","US","United States","97330",1,"203.0.113.32"
26002,548,"AW00026002","Samuel","J","Walker","1973-04-01","M","samuel72@adventure-works.com","5509 Mt. Wilson Way","2020-09-28","0-1 Miles","OR","Oregon","US","United States","97301",1,"203.0.113.41"
26003,307,"AW00026003","Denise",NULL,"Subram","1973-05-24","F","denise14@adventure-works.com","3974 Central Ave.","2020-09-10","2-5 Miles","CA","California","US","United States","91910",4,"192.0.2.54"
26004,348,"AW00026004","Arthur",NULL,"Washington","1966-05-08","F","arthur45@adventure-works.com","8481 Cloverleaf Circle","2020-09-11","0-1 Miles","CA","California","US","United States","94611",4,"192.0.2.95"
26005,547,"AW00026005","Elizabeth","J","Clark","1966-05-18","F","elizabeth23@adventure-works.com","2293 Tono Lane","2020-09-14","0-1 Miles","OR","Oregon","US","United States","97205",1,"203.0.113.40"
26006,607,"AW00026006","Garrett",NULL,"Peterson","1965-04-22","M","garrett10@adventure-works.com","4234 Coggins Dr.","2022-11-25","2-5 Miles","WA","Washington","US","United States","98107",1,"203.0.113.100"
26007,347,"AW00026007","Jesse",NULL,"Morgan","1970-04-04","M","jesse13@adventure-works.com","8905 Candlestick Dr.","2022-06-07","0-1 Miles","CA","California","US","United States","94947",4,"192.0.2.94"
26008,315,"AW00026008","Jennifer",NULL,"Gonzales","1970-06-19","F","jennifer90@adventure-works.com","9494 Buena Vista","2023-01-20","10+ Miles","CA","California","US","United States","90241",4,"192.0.2.62"
26009,315,"AW00026009","Luis","R","Foster","1965-03-12","M","luis15@adventure-works.com","9836 Hanson Lane","2022-12-28","10+ Miles","CA","California","US","United States","90241",4,"192.0.2.62"
26010,611,"AW00026010","Morgan","W","Campbell","1965-06-21","F","morgan5@adventure-works.com","6125 Clay Way","2022-03-02","10+ Miles","WA","Washington","US","United States","98312",1,"203.0.113.104"
26011,302,"AW00026011","Daisuke",NULL,"Yanagishima","1970-03-07","F","daisuke0@adventure-works.com","5766 Newcastle Road","2020-09-05","0-1 Miles","CA","California","US","United States","94010",4,"192.0.2.49"
26012,343,"AW00026012","Mark","E","Bebbington","1969-08-12","M","mark8@adventure-works.com","48 Lacanda Ct.","2020-10-08","2-5 Miles","CA","California","US","United States","91950",4,"192.0.2.90"
26013,55,"AW00026013","Victoria",NULL,"Taylor","1969-04-17","F","victoria10@adventure-works.com","2584 Bentley St.","2021-07-17","2-5 Miles","BC","British Columbia","CA","Canada","V2L3W8",6,"198.51.100.56"
26014,352,"AW00026014","Olivia",NULL,"Torres","1963-12-19","F","olivia39@adventure-works.com","5754 Glenhaven Ave","2020-10-14","0-1 Miles","CA","California","US","United States","94303",4,"192.0.2.99"
26015,331,"AW00026015","Gabriel",NULL,"Chow","1963-10-20","M","gabriel22@adventure-works.com","8042 StandingView Dr.","2020-10-04","2-5 Miles","CA","California","US","United States","92806",4,"192.0.2.78"
26016,299,"AW00026016","Fernando",NULL,"King","1963-11-06","M","fernando25@adventure-works.com","942 Brook Street","2020-10-17","0-1 Miles","CA","California","US","United States","94704",4,"192.0.2.46"
26017,301,"AW00026017","Derrick","W","Alonso","1963-11-04","M","derrick8@adventure-works.com","7970 Jewett Ave.","2022-02-03","0-1 Miles","CA","California","US","United States","91502",4,"192.0.2.48"
26018,626,"AW00026018","Zachary","R","Thompson","1964-01-15","M","zachary46@adventure-works.com","166 Birchbark Place","2020-10-23","0-1 Miles","WA","Washington","US","United States","98036",1,"203.0.113.119"
26019,40,"AW00026019","Luis","C","Allen","1980-05-01","M","luis54@adventure-works.com","790 Northstar Drive","2021-01-03","0-1 Miles","VIC","Victoria","AU","Australia","3280",9,"198.51.100.41"
26020,34,"AW00026020","Barry","R","Lopez","1980-04-16","M","barry17@adventure-works.com","8982 Ricardo Drive","2021-01-08","0-1 Miles","VIC","Victoria","AU","Australia","3220",9,"198.51.100.35"
26021,16,"AW00026021","Meghan","E","Gutierrez","1975-01-25","F","meghan10@adventure-works.com","8227 Myrtle Drive","2021-01-23","0-1 Miles","NSW","New South Wales","AU","Australia","2777",9,"198.51.100.17"
26022,22,"AW00026022","Jamie",NULL,"Gao","1980-03-31","F","jamie18@adventure-works.com","5957 Pacifica Ave.","2021-01-27","2-5 Miles","QLD","Queensland","AU","Australia","4169",9,"198.51.100.23"
26023,23,"AW00026023","Crystal","L","Huang","1974-05-09","F","crystal8@adventure-works.com","3241 Dutch Slough Rd.","2021-01-07","0-1 Miles","QLD","Queensland","AU","Australia","4217",9,"198.51.100.24"
26024,7,"AW00026024","Jill","N","Gutierrez","1981-10-17","F","jill18@adventure-works.com","3183 Chestnut Ave.","2021-02-08","0-1 Miles","NSW","New South Wales","AU","Australia","2036",9,"198.51.100.8"
26025,21,"AW00026025","Aimee",NULL,"Zhang","1975-08-15","F","aimee0@adventure-works.com","3648 ViewPoint Court","2021-02-28","0-1 Miles","QLD","Queensland","AU","Australia","4551",9,"198.51.100.22"
26026,27,"AW00026026","Cindy","E","Srini","1972-11-10","F","cindy8@adventure-works.com","9099 Warmcastle Ct.","2022-03-07","10+ Miles","QLD","Queensland","AU","Australia","4810",9,"198.51.100.28"
26027,29,"AW00026027","Michele",NULL,"Luo","1975-06-23","F","michele6@adventure-works.com","330 Shenandoah Dr.","2021-02-27","1-2 Miles","SA","South Australia","AU","Australia","5023",9,"198.51.100.30"
26028,18,"AW00026028","Brandy",NULL,"Garcia","1980-10-10","F","brandy11@adventure-works.com","7420 Lilac Circle","2021-02-28","2-5 Miles","NSW","New South Wales","AU","Australia","1002",9,"198.51.100.19"
26029,32,"AW00026029","Roy",NULL,"Vazquez","1977-07-15","M","roy34@adventure-works.com","8275 Tono Lane","2021-02-23","0-1 Miles","VIC","Victoria","AU","Australia","3550",9,"198.51.100.33"
26030,19,"AW00026030","Rebekah",NULL,"Subram","1971-04-21","F","rebekah12@adventure-works.com","1290 Arguello Blvd.","2022-06-15","5-10 Miles","NSW","New South Wales","AU","Australia","2500",9,"198.51.100.20"
26031,27,"AW00026031","Katrina","P","Kumar","1976-05-23","F","katrina7@adventure-works.com","6838 El Rancho Drive","2023-01-25","0-1 Miles","QLD","Queensland","AU","Australia","4810",9,"198.51.100.28"
26032,14,"AW00026032","Leslie","J","Ruiz","1976-08-01","F","leslie2@adventure-works.com","8195 Geary Ct.","2022-02-05","10+ Miles","NSW","New South Wales","AU","Australia","2138",9,"198.51.100.15"
26033,22,"AW00026033","Danny","J","Vazquez","1976-07-09","M","danny15@adventure-works.com","9012 F St.","2021-02-06","5-10 Miles","QLD","Queensland","AU","Australia","4169",9,"198.51.100.23"
26034,25,"AW00026034","Rosa",NULL,"Gao","1975-06-24","F","rosa14@adventure-works.com","9052 Madhatter Lane","2022-08-28","0-1 Miles","QLD","Queensland","AU","Australia","4655",9,"198.51.100.26"
26035,38,"AW00026035","Shannon",NULL,"Vazquez","1980-11-21","M","shannon36@adventure-works.com","8129 Golden Rain","2022-07-19","5-10 Miles","VIC","Victoria","AU","Australia","3205",9,"198.51.100.39"
26036,4,"AW00026036","Haley",NULL,"Wright","1970-04-19","F","haley54@adventure-works.com","9279 Masonic Dr.","2022-11-04","5-10 Miles","NSW","New South Wales","AU","Australia","2580",9,"198.51.100.5"
26037,240,"AW00026037","Erik","L","Dominguez","1978-12-15","M","erik13@adventure-works.com","637 Lindsey Court","2022-02-21","1-2 Miles","ENG","England","GB","United Kingdom","HP10 9QY",10,"198.51.100.241"
26038,162,"AW00026038","Nicole","E","Flores","1984-12-20","F","nicole61@adventure-works.com","Dunckerstr 6844","2022-08-29","2-5 Miles","NW","Nordrhein-Westfalen","DE","Germany","59368",8,"198.51.100.163"
26039,552,"AW00026039","Robert","J","Garcia","1968-01-10","M","robert75@adventure-works.com","8401 Carson Street","2022-11-05","5-10 Miles","OR","Oregon","US","United States","97068",1,"203.0.113.45"
26040,52,"AW00026040","Ana",NULL,"Butler","1962-11-21","F","ana13@adventure-works.com","6144 Rising Dawn Way","2021-07-15","5-10 Miles","BC","British Columbia","CA","Canada","V3A 4R2",6,"198.51.100.53"
26041,609,"AW00026041","Gloria","G","Torres","1963-01-02","F","gloria12@adventure-works.com","692 Honey Trail Lane","2020-09-30","0-1 Miles","WA","Washington","US","United States","98225",1,"203.0.113.102"
26042,337,"AW00026042","Devin",NULL,"Griffin","1963-04-05","M","devin58@adventure-works.com","7053 Santa Maria Ct.","2020-10-10","2-5 Miles","CA","California","US","United States","90802",4,"192.0.2.84"
26043,611,"AW00026043","Jodi",NULL,"Becker","1967-08-05","F","jodi21@adventure-works.com","9183 J Ave","2022-10-29","5-10 Miles","WA","Washington","US","United States","98312",1,"203.0.113.104"
26044,361,"AW00026044","Gavin",NULL,"Hughes","1972-10-12","M","gavin11@adventure-works.com","1597 Apple Dr.","2022-04-20","1-2 Miles","CA","California","US","United States","91776",4,"192.0.2.108"
26045,545,"AW00026045","Samuel",NULL,"Jenkins","1972-12-08","M","samuel5@adventure-works.com","7532 Erie Dr","2022-09-29","1-2 Miles","OR","Oregon","US","United States","97222",1,"203.0.113.38"
26046,298,"AW00026046","Kara",NULL,"Kumar","1967-05-15","F","kara8@adventure-works.com","2489 Dianda Drive","2022-10-04","5-10 Miles","CA","California","US","United States","90706",4,"192.0.2.45"
26047,618,"AW00026047","Ashley","A","Hall","1961-10-05","F","ashley25@adventure-works.com","3535 Hillview Dr.","2022-05-20","5-10 Miles","WA","Washington","US","United States","98027",1,"203.0.113.111"
26048,311,"AW00026048","Brad","K","Oliver","1961-06-30","M","brad12@adventure-works.com","3426 Fernwood Drive","2022-07-25","5-10 Miles","CA","California","US","United States","94519",4,"192.0.2.58"
26049,49,"AW00026049","Christopher","R","White","1972-12-01","M","christopher13@adventure-works.com","5165 Oakmead","2021-07-02","1-2 Miles","BC","British Columbia","CA","Canada","V8Y 1L1",6,"198.51.100.50"
26050,611,"AW00026050","Clarence","P","Ye","1962-03-14","M","clarence5@adventure-works.com","8523 Magic Dr","2020-10-02","1-2 Miles","WA","Washington","US","United States","98312",1,"203.0.113.104"
26051,59,"AW00026051","Joshua",NULL,"Williams","1938-06-23","M","joshua4@adventure-works.com","5988 Red Leaf","2022-12-25","5-10 Miles","BC","British Columbia","CA","Canada","V8P",6,"198.51.100.60"
26052,612,"AW00026052","Carolyn",NULL,"Subram","1970-10-22","F","carolyn12@adventure-works.com","2868 Central Avenue","2022-05-19","2-5 Miles","WA","Washington","US","United States","98168",1,"203.0.113.105"
26053,614,"AW00026053","Austin","E","Anderson","1976-03-18","M","austin47@adventure-works.com","7259 Birchwood","2022-03-19","2-5 Miles","WA","Washington","US","United States","98020",1,"203.0.113.107"
26054,627,"AW00026054","Dylan","A","Lee","1976-01-10","M","dylan52@adventure-works.com","4785 Stillman Court","2022-03-31","0-1 Miles","WA","Washington","US","United States","98270",1,"203.0.113.120"
26055,648,"AW00026055","Ethan",NULL,"Foster","1976-08-16","M","ethan12@adventure-works.com","6642 Sandview Dr","2020-10-20","2-5 Miles","WA","Washington","US","United States","98901",1,"203.0.113.141"
26056,298,"AW00026056","Karen","T","Zeng","1971-06-14","F","karen31@adventure-works.com","9975 Haynes Court","2020-11-04","2-5 Miles","CA","California","US","United States","90706",4,"192.0.2.45"
26057,301,"AW00026057","Barry","E","Subram","1970-08-17","M","barry14@adventure-works.com","7393 Jacaranda Dr.","2020-11-21","2-5 Miles","CA","California","US","United States","91502",4,"192.0.2.48"
